4651
b0920	b0920	protein_coding
b0921	b0921	protein_coding
b0922	b0922	protein_coding
b0923	b0923	protein_coding
b0924	b0924	protein_coding
b0925	b0925	protein_coding
b0926	b0926	protein_coding
b0927	b0927	protein_coding
b0928	b0928	protein_coding
b0929	b0929	protein_coding
b0930	b0930	protein_coding
b0931	b0931	protein_coding
b0932	b0932	protein_coding
b0933	b0933	protein_coding
b0934	b0934	protein_coding
b0935	b0935	protein_coding
b0936	b0936	protein_coding
b0937	b0937	protein_coding
b0938	b0938	protein_coding
b0939	b0939	protein_coding
b0940	b0940	protein_coding
b0941	b0941	protein_coding
b0942	b0942	protein_coding
b0943	b0943	protein_coding
b0944	b0944	protein_coding
b0945	b0945	protein_coding
b0946	b0946	protein_coding
b0947	b0947	protein_coding
b0948	b0948	protein_coding
b0949	b0949	protein_coding
b0950	b0950	protein_coding
b0951	b0951	protein_coding
b0952	b0952	protein_coding
b0953	b0953	protein_coding
b0954	b0954	protein_coding
